Unnamed: 0,analysis_id,parameter,fold_value,cooksd,seed,class,sample_size,corr_strength,indicator,Method
527513,p_1_pearson_False_8_FN_50_0.6,p,1,False,8,FN,50,0.6,1.0,CUTIE (p < 0.05)
527514,p_1_pearson_False_8_FN_50_0.65,p,1,False,8,FN,50,0.65,1.0,CUTIE (p < 0.05)
527515,p_1_pearson_False_8_FN_50_0.7,p,1,False,8,FN,50,0.7,1.0,CUTIE (p < 0.05)
527516,p_1_pearson_False_8_FN_50_0.75,p,1,False,8,FN,50,0.75,1.0,CUTIE (p < 0.05)
527517,p_1_pearson_False_8_FN_50_0.8,p,1,False,8,FN,50,0.8,1.0,CUTIE (p < 0.05)
527518,p_1_pearson_False_8_FN_50_0.85,p,1,False,8,FN,50,0.85,1.0,CUTIE (p < 0.05)
527519,p_1_pearson_False_8_FN_50_0.9,p,1,False,8,FN,50,0.9,1.0,CUTIE (p < 0.05)
527520,p_1_pearson_False_8_FN_50_0.95,p,1,False,8,FN,50,0.95,1.0,CUTIE (p < 0.05)
527521,p_1_pearson_False_8_FN_50_1,p,1,False,8,FN,50,1.0,1.0,CUTIE (p < 0.05)
527687,p_1_pearson_False_9_FN_50_0.55,p,1,False,9,FN,50,0.55,0.0,CUTIE (p < 0.05)
527688,p_1_pearson_False_9_FN_50_0.6,p,1,False,9,FN,50,0.6,1.0,CUTIE (p < 0.05)
527689,p_1_pearson_False_9_FN_50_0.65,p,1,False,9,FN,50,0.65,1.0,CUTIE (p < 0.05)
527690,p_1_pearson_False_9_FN_50_0.7,p,1,False,9,FN,50,0.7,1.0,CUTIE (p < 0.05)
527691,p_1_pearson_False_9_FN_50_0.75,p,1,False,9,FN,50,0.75,1.0,CUTIE (p < 0.05)
527692,p_1_pearson_False_9_FN_50_0.8,p,1,False,9,FN,50,0.8,1.0,CUTIE (p < 0.05)
527693,p_1_pearson_False_9_FN_50_0.85,p,1,False,9,FN,50,0.85,1.0,CUTIE (p < 0.05)
527694,p_1_pearson_False_9_FN_50_0.9,p,1,False,9,FN,50,0.9,1.0,CUTIE (p < 0.05)
527695,p_1_pearson_False_9_FN_50_0.95,p,1,False,9,FN,50,0.95,1.0,CUTIE (p < 0.05)
527696,p_1_pearson_False_9_FN_50_1,p,1,False,9,FN,50,1.0,1.0,CUTIE (p < 0.05)
527862,p_1_pearson_False_10_FN_50_0.55,p,1,False,10,FN,50,0.55,0.0,CUTIE (p < 0.05)
527863,p_1_pearson_False_10_FN_50_0.6,p,1,False,10,FN,50,0.6,1.0,CUTIE (p < 0.05)
527864,p_1_pearson_False_10_FN_50_0.65,p,1,False,10,FN,50,0.65,1.0,CUTIE (p < 0.05)
527865,p_1_pearson_False_10_FN_50_0.7,p,1,False,10,FN,50,0.7,1.0,CUTIE (p < 0.05)
527866,p_1_pearson_False_10_FN_50_0.75,p,1,False,10,FN,50,0.75,1.0,CUTIE (p < 0.05)
527867,p_1_pearson_False_10_FN_50_0.8,p,1,False,10,FN,50,0.8,1.0,CUTIE (p < 0.05)
527868,p_1_pearson_False_10_FN_50_0.85,p,1,False,10,FN,50,0.85,1.0,CUTIE (p < 0.05)
527869,p_1_pearson_False_10_FN_50_0.9,p,1,False,10,FN,50,0.9,1.0,CUTIE (p < 0.05)
527870,p_1_pearson_False_10_FN_50_0.95,p,1,False,10,FN,50,0.95,1.0,CUTIE (p < 0.05)
527871,p_1_pearson_False_10_FN_50_1,p,1,False,10,FN,50,1.0,1.0,CUTIE (p < 0.05)
528037,p_1_pearson_False_11_FN_50_0.55,p,1,False,11,FN,50,0.55,0.0,CUTIE (p < 0.05)
528038,p_1_pearson_False_11_FN_50_0.6,p,1,False,11,FN,50,0.6,1.0,CUTIE (p < 0.05)
528039,p_1_pearson_False_11_FN_50_0.65,p,1,False,11,FN,50,0.65,1.0,CUTIE (p < 0.05)
528040,p_1_pearson_False_11_FN_50_0.7,p,1,False,11,FN,50,0.7,1.0,CUTIE (p < 0.05)
528041,p_1_pearson_False_11_FN_50_0.75,p,1,False,11,FN,50,0.75,1.0,CUTIE (p < 0.05)
528042,p_1_pearson_False_11_FN_50_0.8,p,1,False,11,FN,50,0.8,1.0,CUTIE (p < 0.05)
528043,p_1_pearson_False_11_FN_50_0.85,p,1,False,11,FN,50,0.85,1.0,CUTIE (p < 0.05)
528044,p_1_pearson_False_11_FN_50_0.9,p,1,False,11,FN,50,0.9,1.0,CUTIE (p < 0.05)
528045,p_1_pearson_False_11_FN_50_0.95,p,1,False,11,FN,50,0.95,1.0,CUTIE (p < 0.05)
528046,p_1_pearson_False_11_FN_50_1,p,1,False,11,FN,50,1.0,1.0,CUTIE (p < 0.05)
528212,p_1_pearson_False_12_FN_50_0.55,p,1,False,12,FN,50,0.55,0.0,CUTIE (p < 0.05)
528213,p_1_pearson_False_12_FN_50_0.6,p,1,False,12,FN,50,0.6,0.0,CUTIE (p < 0.05)
528214,p_1_pearson_False_12_FN_50_0.65,p,1,False,12,FN,50,0.65,1.0,CUTIE (p < 0.05)
528215,p_1_pearson_False_12_FN_50_0.7,p,1,False,12,FN,50,0.7,1.0,CUTIE (p < 0.05)
528216,p_1_pearson_False_12_FN_50_0.75,p,1,False,12,FN,50,0.75,1.0,CUTIE (p < 0.05)
528217,p_1_pearson_False_12_FN_50_0.8,p,1,False,12,FN,50,0.8,1.0,CUTIE (p < 0.05)
528218,p_1_pearson_False_12_FN_50_0.85,p,1,False,12,FN,50,0.85,1.0,CUTIE (p < 0.05)
528219,p_1_pearson_False_12_FN_50_0.9,p,1,False,12,FN,50,0.9,1.0,CUTIE (p < 0.05)
528220,p_1_pearson_False_12_FN_50_0.95,p,1,False,12,FN,50,0.95,1.0,CUTIE (p < 0.05)
528221,p_1_pearson_False_12_FN_50_1,p,1,False,12,FN,50,1.0,1.0,CUTIE (p < 0.05)
528387,p_1_pearson_False_13_FN_50_0.55,p,1,False,13,FN,50,0.55,0.0,CUTIE (p < 0.05)
528388,p_1_pearson_False_13_FN_50_0.6,p,1,False,13,FN,50,0.6,0.0,CUTIE (p < 0.05)
528389,p_1_pearson_False_13_FN_50_0.65,p,1,False,13,FN,50,0.65,1.0,CUTIE (p < 0.05)
528390,p_1_pearson_False_13_FN_50_0.7,p,1,False,13,FN,50,0.7,1.0,CUTIE (p < 0.05)
528391,p_1_pearson_False_13_FN_50_0.75,p,1,False,13,FN,50,0.75,1.0,CUTIE (p < 0.05)
528392,p_1_pearson_False_13_FN_50_0.8,p,1,False,13,FN,50,0.8,1.0,CUTIE (p < 0.05)
528393,p_1_pearson_False_13_FN_50_0.85,p,1,False,13,FN,50,0.85,1.0,CUTIE (p < 0.05)
528394,p_1_pearson_False_13_FN_50_0.9,p,1,False,13,FN,50,0.9,1.0,CUTIE (p < 0.05)
528395,p_1_pearson_False_13_FN_50_0.95,p,1,False,13,FN,50,0.95,1.0,CUTIE (p < 0.05)
528396,p_1_pearson_False_13_FN_50_1,p,1,False,13,FN,50,1.0,1.0,CUTIE (p < 0.05)
528562,p_1_pearson_False_14_FN_50_0.55,p,1,False,14,FN,50,0.55,0.0,CUTIE (p < 0.05)
528563,p_1_pearson_False_14_FN_50_0.6,p,1,False,14,FN,50,0.6,1.0,CUTIE (p < 0.05)
528564,p_1_pearson_False_14_FN_50_0.65,p,1,False,14,FN,50,0.65,1.0,CUTIE (p < 0.05)
528565,p_1_pearson_False_14_FN_50_0.7,p,1,False,14,FN,50,0.7,1.0,CUTIE (p < 0.05)
528566,p_1_pearson_False_14_FN_50_0.75,p,1,False,14,FN,50,0.75,1.0,CUTIE (p < 0.05)
528567,p_1_pearson_False_14_FN_50_0.8,p,1,False,14,FN,50,0.8,1.0,CUTIE (p < 0.05)
528568,p_1_pearson_False_14_FN_50_0.85,p,1,False,14,FN,50,0.85,1.0,CUTIE (p < 0.05)
528569,p_1_pearson_False_14_FN_50_0.9,p,1,False,14,FN,50,0.9,1.0,CUTIE (p < 0.05)
528570,p_1_pearson_False_14_FN_50_0.95,p,1,False,14,FN,50,0.95,1.0,CUTIE (p < 0.05)
528571,p_1_pearson_False_14_FN_50_1,p,1,False,14,FN,50,1.0,1.0,CUTIE (p < 0.05)
528737,p_1_pearson_False_15_FN_50_0.55,p,1,False,15,FN,50,0.55,0.0,CUTIE (p < 0.05)
528738,p_1_pearson_False_15_FN_50_0.6,p,1,False,15,FN,50,0.6,1.0,CUTIE (p < 0.05)
528739,p_1_pearson_False_15_FN_50_0.65,p,1,False,15,FN,50,0.65,1.0,CUTIE (p < 0.05)
528740,p_1_pearson_False_15_FN_50_0.7,p,1,False,15,FN,50,0.7,1.0,CUTIE (p < 0.05)
528741,p_1_pearson_False_15_FN_50_0.75,p,1,False,15,FN,50,0.75,1.0,CUTIE (p < 0.05)
528742,p_1_pearson_False_15_FN_50_0.8,p,1,False,15,FN,50,0.8,1.0,CUTIE (p < 0.05)
528743,p_1_pearson_False_15_FN_50_0.85,p,1,False,15,FN,50,0.85,1.0,CUTIE (p < 0.05)
528744,p_1_pearson_False_15_FN_50_0.9,p,1,False,15,FN,50,0.9,1.0,CUTIE (p < 0.05)
528745,p_1_pearson_False_15_FN_50_0.95,p,1,False,15,FN,50,0.95,1.0,CUTIE (p < 0.05)
528746,p_1_pearson_False_15_FN_50_1,p,1,False,15,FN,50,1.0,1.0,CUTIE (p < 0.05)
528912,p_1_pearson_False_16_FN_50_0.55,p,1,False,16,FN,50,0.55,0.0,CUTIE (p < 0.05)
528913,p_1_pearson_False_16_FN_50_0.6,p,1,False,16,FN,50,0.6,0.0,CUTIE (p < 0.05)
528914,p_1_pearson_False_16_FN_50_0.65,p,1,False,16,FN,50,0.65,1.0,CUTIE (p < 0.05)
528915,p_1_pearson_False_16_FN_50_0.7,p,1,False,16,FN,50,0.7,1.0,CUTIE (p < 0.05)
528916,p_1_pearson_False_16_FN_50_0.75,p,1,False,16,FN,50,0.75,1.0,CUTIE (p < 0.05)
528917,p_1_pearson_False_16_FN_50_0.8,p,1,False,16,FN,50,0.8,1.0,CUTIE (p < 0.05)
528918,p_1_pearson_False_16_FN_50_0.85,p,1,False,16,FN,50,0.85,1.0,CUTIE (p < 0.05)
528919,p_1_pearson_False_16_FN_50_0.9,p,1,False,16,FN,50,0.9,1.0,CUTIE (p < 0.05)
528920,p_1_pearson_False_16_FN_50_0.95,p,1,False,16,FN,50,0.95,1.0,CUTIE (p < 0.05)
528921,p_1_pearson_False_16_FN_50_1,p,1,False,16,FN,50,1.0,1.0,CUTIE (p < 0.05)
529087,p_1_pearson_False_17_FN_50_0.55,p,1,False,17,FN,50,0.55,0.0,CUTIE (p < 0.05)
529088,p_1_pearson_False_17_FN_50_0.6,p,1,False,17,FN,50,0.6,1.0,CUTIE (p < 0.05)
529089,p_1_pearson_False_17_FN_50_0.65,p,1,False,17,FN,50,0.65,1.0,CUTIE (p < 0.05)
529090,p_1_pearson_False_17_FN_50_0.7,p,1,False,17,FN,50,0.7,1.0,CUTIE (p < 0.05)
529091,p_1_pearson_False_17_FN_50_0.75,p,1,False,17,FN,50,0.75,1.0,CUTIE (p < 0.05)
529092,p_1_pearson_False_17_FN_50_0.8,p,1,False,17,FN,50,0.8,1.0,CUTIE (p < 0.05)
529093,p_1_pearson_False_17_FN_50_0.85,p,1,False,17,FN,50,0.85,1.0,CUTIE (p < 0.05)
529094,p_1_pearson_False_17_FN_50_0.9,p,1,False,17,FN,50,0.9,1.0,CUTIE (p < 0.05)
529095,p_1_pearson_False_17_FN_50_0.95,p,1,False,17,FN,50,0.95,1.0,CUTIE (p < 0.05)
529096,p_1_pearson_False_17_FN_50_1,p,1,False,17,FN,50,1.0,1.0,CUTIE (p < 0.05)
529262,p_1_pearson_False_18_FN_50_0.55,p,1,False,18,FN,50,0.55,0.0,CUTIE (p < 0.05)
529263,p_1_pearson_False_18_FN_50_0.6,p,1,False,18,FN,50,0.6,1.0,CUTIE (p < 0.05)
529264,p_1_pearson_False_18_FN_50_0.65,p,1,False,18,FN,50,0.65,1.0,CUTIE (p < 0.05)
529265,p_1_pearson_False_18_FN_50_0.7,p,1,False,18,FN,50,0.7,1.0,CUTIE (p < 0.05)
529266,p_1_pearson_False_18_FN_50_0.75,p,1,False,18,FN,50,0.75,1.0,CUTIE (p < 0.05)
529267,p_1_pearson_False_18_FN_50_0.8,p,1,False,18,FN,50,0.8,1.0,CUTIE (p < 0.05)
529268,p_1_pearson_False_18_FN_50_0.85,p,1,False,18,FN,50,0.85,1.0,CUTIE (p < 0.05)
529269,p_1_pearson_False_18_FN_50_0.9,p,1,False,18,FN,50,0.9,1.0,CUTIE (p < 0.05)
529270,p_1_pearson_False_18_FN_50_0.95,p,1,False,18,FN,50,0.95,1.0,CUTIE (p < 0.05)
529271,p_1_pearson_False_18_FN_50_1,p,1,False,18,FN,50,1.0,1.0,CUTIE (p < 0.05)
529437,p_1_pearson_False_19_FN_50_0.55,p,1,False,19,FN,50,0.55,0.0,CUTIE (p < 0.05)
529438,p_1_pearson_False_19_FN_50_0.6,p,1,False,19,FN,50,0.6,0.0,CUTIE (p < 0.05)
529439,p_1_pearson_False_19_FN_50_0.65,p,1,False,19,FN,50,0.65,1.0,CUTIE (p < 0.05)
529440,p_1_pearson_False_19_FN_50_0.7,p,1,False,19,FN,50,0.7,1.0,CUTIE (p < 0.05)
529441,p_1_pearson_False_19_FN_50_0.75,p,1,False,19,FN,50,0.75,1.0,CUTIE (p < 0.05)
529442,p_1_pearson_False_19_FN_50_0.8,p,1,False,19,FN,50,0.8,1.0,CUTIE (p < 0.05)
529443,p_1_pearson_False_19_FN_50_0.85,p,1,False,19,FN,50,0.85,1.0,CUTIE (p < 0.05)
529444,p_1_pearson_False_19_FN_50_0.9,p,1,False,19,FN,50,0.9,1.0,CUTIE (p < 0.05)
529445,p_1_pearson_False_19_FN_50_0.95,p,1,False,19,FN,50,0.95,1.0,CUTIE (p < 0.05)
529446,p_1_pearson_False_19_FN_50_1,p,1,False,19,FN,50,1.0,1.0,CUTIE (p < 0.05)
529612,p_1_pearson_False_20_FN_50_0.55,p,1,False,20,FN,50,0.55,0.0,CUTIE (p < 0.05)
529613,p_1_pearson_False_20_FN_50_0.6,p,1,False,20,FN,50,0.6,1.0,CUTIE (p < 0.05)
529614,p_1_pearson_False_20_FN_50_0.65,p,1,False,20,FN,50,0.65,1.0,CUTIE (p < 0.05)
529615,p_1_pearson_False_20_FN_50_0.7,p,1,False,20,FN,50,0.7,1.0,CUTIE (p < 0.05)
529616,p_1_pearson_False_20_FN_50_0.75,p,1,False,20,FN,50,0.75,1.0,CUTIE (p < 0.05)
529617,p_1_pearson_False_20_FN_50_0.8,p,1,False,20,FN,50,0.8,1.0,CUTIE (p < 0.05)
529618,p_1_pearson_False_20_FN_50_0.85,p,1,False,20,FN,50,0.85,1.0,CUTIE (p < 0.05)
529619,p_1_pearson_False_20_FN_50_0.9,p,1,False,20,FN,50,0.9,1.0,CUTIE (p < 0.05)
529620,p_1_pearson_False_20_FN_50_0.95,p,1,False,20,FN,50,0.95,1.0,CUTIE (p < 0.05)
529621,p_1_pearson_False_20_FN_50_1,p,1,False,20,FN,50,1.0,1.0,CUTIE (p < 0.05)
529787,p_1_pearson_False_21_FN_50_0.55,p,1,False,21,FN,50,0.55,0.0,CUTIE (p < 0.05)
529788,p_1_pearson_False_21_FN_50_0.6,p,1,False,21,FN,50,0.6,1.0,CUTIE (p < 0.05)
529789,p_1_pearson_False_21_FN_50_0.65,p,1,False,21,FN,50,0.65,1.0,CUTIE (p < 0.05)
529790,p_1_pearson_False_21_FN_50_0.7,p,1,False,21,FN,50,0.7,1.0,CUTIE (p < 0.05)
529791,p_1_pearson_False_21_FN_50_0.75,p,1,False,21,FN,50,0.75,1.0,CUTIE (p < 0.05)
529792,p_1_pearson_False_21_FN_50_0.8,p,1,False,21,FN,50,0.8,1.0,CUTIE (p < 0.05)
529793,p_1_pearson_False_21_FN_50_0.85,p,1,False,21,FN,50,0.85,1.0,CUTIE (p < 0.05)
529794,p_1_pearson_False_21_FN_50_0.9,p,1,False,21,FN,50,0.9,1.0,CUTIE (p < 0.05)
529795,p_1_pearson_False_21_FN_50_0.95,p,1,False,21,FN,50,0.95,1.0,CUTIE (p < 0.05)
529796,p_1_pearson_False_21_FN_50_1,p,1,False,21,FN,50,1.0,1.0,CUTIE (p < 0.05)
529962,p_1_pearson_False_22_FN_50_0.55,p,1,False,22,FN,50,0.55,0.0,CUTIE (p < 0.05)
529963,p_1_pearson_False_22_FN_50_0.6,p,1,False,22,FN,50,0.6,1.0,CUTIE (p < 0.05)
529964,p_1_pearson_False_22_FN_50_0.65,p,1,False,22,FN,50,0.65,1.0,CUTIE (p < 0.05)
529965,p_1_pearson_False_22_FN_50_0.7,p,1,False,22,FN,50,0.7,1.0,CUTIE (p < 0.05)
529966,p_1_pearson_False_22_FN_50_0.75,p,1,False,22,FN,50,0.75,1.0,CUTIE (p < 0.05)
529967,p_1_pearson_False_22_FN_50_0.8,p,1,False,22,FN,50,0.8,1.0,CUTIE (p < 0.05)
529968,p_1_pearson_False_22_FN_50_0.85,p,1,False,22,FN,50,0.85,1.0,CUTIE (p < 0.05)
529969,p_1_pearson_False_22_FN_50_0.9,p,1,False,22,FN,50,0.9,1.0,CUTIE (p < 0.05)
529970,p_1_pearson_False_22_FN_50_0.95,p,1,False,22,FN,50,0.95,1.0,CUTIE (p < 0.05)
529971,p_1_pearson_False_22_FN_50_1,p,1,False,22,FN,50,1.0,1.0,CUTIE (p < 0.05)
530137,p_1_pearson_False_23_FN_50_0.55,p,1,False,23,FN,50,0.55,0.0,CUTIE (p < 0.05)
530138,p_1_pearson_False_23_FN_50_0.6,p,1,False,23,FN,50,0.6,1.0,CUTIE (p < 0.05)
530139,p_1_pearson_False_23_FN_50_0.65,p,1,False,23,FN,50,0.65,1.0,CUTIE (p < 0.05)
530140,p_1_pearson_False_23_FN_50_0.7,p,1,False,23,FN,50,0.7,1.0,CUTIE (p < 0.05)
530141,p_1_pearson_False_23_FN_50_0.75,p,1,False,23,FN,50,0.75,1.0,CUTIE (p < 0.05)
530142,p_1_pearson_False_23_FN_50_0.8,p,1,False,23,FN,50,0.8,1.0,CUTIE (p < 0.05)
